publishedAt,title,description,content,url,image,source
2021-08-16 23:48:08+00:00,Apple has released iCloud for Windows 12.5 with a new password manager,The latest version adds a password manager app as well as the ability to sync passwords across devices with Microsoft Edge.,"iCloud for Windows just got a lot better at managing all of those passwords.
Spotted by iMore alumni Rene Ritchie, iCloud for Windows 12.5 has added in a new password manager app as well as a host of other new features:
iCloud for Windows version 12.... [1206 chars]",https://www.imore.com/apple-has-released-icloud-windows-125-new-password-manager,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2021/08/icloud-for-windows-12-5.jpg,"{'name': 'iMore', 'url': 'https://www.imore.com'}"
2021-08-16 23:09:13+00:00,‘WeCrashed’: O-T Fagbenle Joins Apple TV+ Limited Series As Recurring,O-T Fagbenle (The Handmaid's Tale) is set for a recurring role in Apple TV+'s limited series WeCrashed.,"EXCLUSIVE: O-T Fagbenle (The Handmaid’s Tale) is set for a recurring role in Apple TV+’s limited series WeCrashed, starring Jared Leto, Anne Hathaway and America Ferrera. Crazy Stupid Love helmers John Requa and Glenn Ficarra direct.
Created and writ... [1146 chars]",https://deadline.com/2021/08/wecrashed-ot-fagbenle-apple-tv-plus-limited-series-recurring-jared-leto-anne-hathaway-1234816050/,https://deadline.com/wp-content/uploads/2021/08/O-T-Fagbenle-Apple.jpg?w=1000,"{'name': 'Deadline', 'url': 'https://deadline.com'}"
2021-08-16 22:28:54+00:00,iCloud App on Windows Gets New Password Manager App,The Apple iCloud app on Windows 10 and Windows 11 is getting a new password manager app with a version 12.5 update,"If you're using the iCloud app on Windows 10 or Windows 11, it's time for an update. Version 12.5 of the app is bringing a new password manager feature, letting you access and manage passwords stored in your iCloud keychain, and sync it up with Edge ... [1778 chars]",https://www.onmsft.com/news/apple-icloud-app-new-password-manager,https://www.onmsft.com/wp-content/uploads/2021/08/iCloud-Windows-10-app.jpg,"{'name': 'OnMSFT', 'url': 'https://www.onmsft.com'}"
2021-08-16 22:23:15+00:00,Today at Apple is returning to Apple Stores in the United States and Canada,"According to a new report from Bloomberg, Apple is planning to bring Today at Apple sessions back to its retail stores starting August 30.","Despite surging COVID-19 cases due to the Delta variant, Apple is planning to move forward with bringing in-store training back to its Apple Stores in the United States and Canada.
As reported by Bloomberg, the company notified its retail staff in bo... [366 chars]",https://www.imore.com/today-apple-returning-apple-stores-united-states-and-canada,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/apple-store-fifth-avenue-new-york-today-at-apple-setup-091919.jpg,"{'name': 'iMore', 'url': 'https://www.imore.com'}"
2021-08-16 21:15:17+00:00,How the latest and greatest Samsung and Apple earbuds lock you into their world,Both Samsung and Apple are happiest if you pair their wireless earbuds with their own smartphones; a classic example of ecosystem lock-in. But what features do you lose if you decide to go cross-platform?,"People always look at me weirdly when I say that I use Samsung’s Galaxy Buds Live with my iPhone 12 Pro. But it’s a pairing that makes sense for me: First, I need something that sits entirely within my ear, without a stem that’s going to risk being k... [7461 chars]",https://www.theverge.com/22627099/samsung-galaxy-buds-2-apple-airpods-pro-ecosystem-lock-in-features-companion-app,https://cdn.vox-cdn.com/thumbor/12R5k4uv56m3nTrrbNNuvPyFRoo=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22775336/IMG_1106_Edited_2.jpg,"{'name': 'The Verge', 'url': 'https://www.theverge.com'}"
2021-08-16 21:13:43+00:00,iPhone upgrade program: How to save money on a new iPhone every single year,Apple's iPhone Upgrade Program is an easy and convenient way to affordably enjoy Apple's next-gen iPhone models every single year.,"Back during the early days of the smartphone era, upgrading to a new iPhone every two years was a no-brainer. Thanks to generous carrier subsidies, users were often able to get a new iPhone for free or at a heavily discounted rate so long as they sig... [3617 chars]",https://bgr.com/tech/iphone-upgrade-program-how-to-save-money-on-a-new-iphone-every-single-year/,https://bgr.com/wp-content/uploads/2019/03/bgr-iphone-xs-2.jpg?quality=70&strip=all,"{'name': 'BGR', 'url': 'https://bgr.com'}"
2021-08-16 21:00:00+00:00,Back-to-school deal: Get an M1 MacBook Air for $800 from Best Buy,This is one of the lowest prices we've ever seen for Apple's latest 13-inch MacBook Air.,"Stephen Shankland/CNET
Out of all the school supplies I've used throughout college, my laptop is the tool I rely on the most -- more than textbooks, more than binders, more than pencils or pens. (And that was before the pandemic brought remote learni... [1275 chars]",https://www.cnet.com/tech/computing/back-to-school-deal-get-an-m1-macbook-air-for-800-from-best-buy/,https://www.cnet.com/a/img/3sYidV10D2Hws393SjoU-x-R9Bc=/1200x630/2021/06/04/6ddde02c-dd34-44c1-b8e4-353514604765/m1-13-inch-macbook-air-shankland.jpg,"{'name': 'CNET', 'url': 'https://www.cnet.com'}"
2021-08-16 20:44:40+00:00,Hyatt Hotels acquires Apple Leisure Group,Hyatt Hotels announced it plans to acquire luxury hotel and resorts operator Apple Leisure Group by the fourth quarter of 2021.,"Amid concerns about the spread of the highly-contagious delta variant, Hyatt Hotels is expanding its luxury hotels and resorts by acquiring Apple Leisure Group from KKR and KSL Capital Partners.
The company is placing a bet on leisure travel, pushing... [1265 chars]",https://www.cnbc.com/2021/08/16/hyatt-hotels-acquires-apple-leisure-group-.html,https://image.cnbcfm.com/api/v1/image/106928223-1629130841643-gettyimages-1233727655-PGONCHAR_W6281.jpeg?v=1629131177,"{'name': 'CNBC', 'url': 'https://www.cnbc.com'}"
2021-08-16 20:12:47+00:00,Apple Planning to Bring Back Some In-Person 'Today at Apple' Classes Starting on August 30,Apple today told retail staff in the United States and Europe that it is planning to bring back in-person Today at Apple classes starting on August...,"Apple today told retail staff in the United States and Europe that it is planning to bring back in-person Today at Apple classes starting on August 30, reports Bloomberg.
Classes are set to resume at most U.S. locations, but Apple's plan to roll out ... [742 chars]",https://www.macrumors.com/2021/08/16/in-person-today-at-apple-classes-resume/,https://images.macrumors.com/t/Y8wbZ9_AhqT-eMsT_OeQKpcclbY=/1600x/https://images.macrumors.com/article-new/2021/08/today-at-apple-classes-in-person.jpg,"{'name': 'MacRumors', 'url': 'https://www.macrumors.com'}"
2021-08-16 19:56:19+00:00,"After Apple rejections, FlickType gives up on popular iPhone keyboard for the blind","Developer Kosta Eleftheriou has announced that he’s discontinuing the iPhone keyboard portion of his FlickType app, and he says that keyboard will automatically be removed in a future update. The Apple Watch version will remain.","If you’re a blind or low-vision iPhone user who relies on the FlickType keyboard to type, I’ve got some bad news — you’re about to become a casualty of the fight between Apple and one of its staunchest critics. Developer Kosta Eleftheriou has announc... [3763 chars]",https://www.theverge.com/2021/8/16/22627515/flicktype-ios-keyboard-discontinued-blind-visually-impaired,https://cdn.vox-cdn.com/thumbor/SdJ-emKnUnKMJs2sDNQNMv-186o=/0x69:946x564/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22785997/flicktype_ios.jpg,"{'name': 'The Verge', 'url': 'https://www.theverge.com'}"
2021-08-15 23:59:00+00:00,Man hunts down stolen scooter using Apple AirTags,Then he shared the epic journey in a 22-tweet thread.,"@dguido via Twitter
When Dan Guido's electric scooter got stolen on the night of Aug. 2, he didn't accept defeat. The Brooklyn cybersecurity CEO had hidden two Apple AirTags inside the black vehicle, concealed with black duct tape. He set out the nex... [3609 chars]",https://www.cnet.com/news/guy-successfully-hunts-down-his-stolen-scooter-using-apple-airtags/,https://www.cnet.com/a/img/h8WlOQf-2bZXLV9Q4q4U1uC4F88=/1200x630/2021/08/12/aa234aeb-39fb-4342-bced-7c8ec2fd4034/e8ztiazx0ayxze4.jpg,"{'name': 'CNET', 'url': 'https://www.cnet.com'}"
2021-08-15 23:55:00+00:00,Hyatt Plans to Buy Apple Leisure Group From KKR and KSL Capital for $2.7 Billion,The transaction is the latest sign of optimism about a return to vacation travel even as the U.S. economy continues to grapple with the coronavirus pandemic.,"Hyatt Hotels Corp. plans to buy resort company Apple Leisure Group from its private-equity owners for $2.7 billion.
The deal for the company, which is owned by KKR & Co. and travel-and-leisure specialist KSL Capital Partners LLC, was announced Sunday... [882 chars]",https://www.wsj.com/articles/hyatt-plans-to-buy-apple-leisure-group-from-kkr-and-ksl-capital-for-2-7-billion-11629060739,https://images.wsj.net/im-385878/social,"{'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com'}"
2021-08-15 23:12:19+00:00,"Hyatt to buy Apple Leisure Group from KKR, KSL Capital for $2.7 billion","It added that Hyatt has secured a $1.7 billion financing commitment from JP Morgan. Cash proceeds from the $2 billion asset sale program are expected to be used to pay down debt, including debt incurred to fund the acquisition, Hyatt said, adding that the deal is anticipated to close in the fourth quarter of 2021.","U.S. hotel operator Hyatt Hotels Corp said on Sunday it entered a deal to buy resort company Apple Leisure Group from its private-equity owner KKR & Co and travel-and-leisure specialist KSL Capital Partners for $2.7 billion in cash.
In 2017, KKR and ... [1325 chars]",https://www.devdiscourse.com/article/business/1694406-hyatt-to-buy-apple-leisure-group-from-kkr-ksl-capital-for-27-billion,https://www.devdiscourse.com/remote.axd?https://devdiscourse.blob.core.windows.net/imagegallery/11_03_2020_13_17_04_3595712.jpg?width=920&format=jpeg,"{'name': 'Devdiscourse', 'url': 'https://www.devdiscourse.com'}"
2021-08-15 21:34:06+00:00,"Hyatt to buy Apple Leisure Group from KKR, KSL Capital for $2.7 billion","In 2017, KKR and KSL bought the Pennsylvania-based resort operator from Bain Capital for an undisclosed price. The acquisition of Apple Leisure Group's asset-light business will increase the percentage of revenues and earnings Hyatt will generate from fees, Hyatt said in a statement.","The exterior of the Grand Hyatt hotel is pictured during the dusk, following the coronavirus disease (COVID-19) outbreak, in Jakarta
(Reuters) -U.S. hotel operator Hyatt Hotels Corp said on Sunday it entered a deal to buy resort company Apple Leisure... [1457 chars]",https://finance.yahoo.com/news/hyatt-buy-apple-leisure-group-213406715.html,https://s.yimg.com/uu/api/res/1.2/3_P4YEaWgyI1LN4Cju3z.A--~B/aD01MzM7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters-finance.com/dd4ea063bb0f4ba3892130f92371f582,"{'name': 'Yahoo Finance', 'url': 'https://finance.yahoo.com'}"
2021-08-15 21:20:27+00:00,Hyatt to buy Apple Leisure Group from KKR and KSL Capital for $2.7 billion - WSJ,"U.S. hotel operator Hyatt Hotels Corp plans to buy resort company Apple Leisure Group from its private-equity owner KKR & Co and travel-and-leisure specialist KSL Capital Partners LLC for $2.7 billion including any debt, the Wall Street Journal reported https://on.wsj.com...","Aug 15 (Reuters) - U.S. hotel operator Hyatt Hotels Corp plans to buy resort company Apple Leisure Group from its private-equity owner KKR & Co and travel-and-leisure specialist KSL Capital Partners LLC for $2.7 billion including any debt, the Wall S... [442 chars]",https://www.reuters.com/article/apple-leisure-ma-hyatt-hotels/hyatt-to-buy-apple-leisure-group-from-kkr-and-ksl-capital-for-2-7-billion-wsj-idUSFWN2PM00P,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,"{'name': 'Reuters', 'url': 'https://www.reuters.com'}"
2021-08-15 19:20:00+00:00,Facebook Rolls Out End-to-End Encryption for Messenger Voice and Video,Facebook's new move is in stark contrast to Apple's new policy of scanning every single iPhone for images of child abuse.,"Facebook announced on Friday that voice and video calls in Messenger will now be equipped with end-to-end encryption (E2EE) and that Instagram Direct Messages may follow soon.
""Today, we’re rolling out the option to make voice and video calls end-to-... [1609 chars]",https://interestingengineering.com/facebook-rolls-out-e2ee-for-messenger-voice-and-video,https://inteng-storage.s3.amazonaws.com/img/iea/nWOVKNrNGo/sizes/facebook-e2ee_md.jpg,"{'name': 'Interesting Engineering', 'url': 'https://interestingengineering.com'}"
2021-08-15 19:07:28+00:00,"Gurman: Apple Planning Multiple Events for the Fall, M1X MacBook Pros to be Available by November","Apple is planning to hold multiple events this fall, which will collectively include the launch of new iPhones, Apple Watches, updated AirPods,...","Apple is planning to hold multiple events this fall, which will collectively include the launch of new iPhones, Apple Watches, updated AirPods, revamped iPad mini, and the redesigned MacBook Pros, according to respected Bloomberg journalist Mark Gurm... [2177 chars]",https://www.macrumors.com/2021/08/15/gurman-multiple-fall-events-m1x-macbook-pros/,https://images.macrumors.com/t/YeSWFu-rX6om4IaLePwz619MraE=/3056x/https://images.macrumors.com/article-new/2021/04/tim-cook-spring-loaded-event.jpg,"{'name': 'MacRumors', 'url': 'https://www.macrumors.com'}"
2021-08-15 18:30:00+00:00,"Apple HomePod, HomePod mini Get Support for Apple Music Lossless, Spatial Audio Through Beta Update",Apple is rolling out support for Apple Music Lossless and Spatial Audio on the HomePod and HomePod mini through its latest beta update. Full support for users on the standard software path will likely follow in a few months.,Apple HomePod and HomePod mini now support Apple Music Lossless Audio and Spatial Audio through the HomePod 15 beta 5 update. Users with either of the HomePod devices and on the latest beta software path on both HomePod as well as iOS will be able to... [1903 chars],https://gadgets.ndtv.com/smart-home/news/apple-homepod-mini-spatial-audio-music-lossless-support-beta-update-2509524,https://i.gadgets360cdn.com/large/apple_homepod_mini_review_hand_1606899763823.jpg,"{'name': 'Gadgets 360', 'url': 'https://gadgets.ndtv.com'}"
2021-08-15 17:35:22+00:00,"iPhone 13 to Launch at September Event with Redesigned iPad mini 6, Apple Watch Series 7, More","A new report suggests that Apple will launch the iPhone 13 series next month with redesigned iPad mini 6, Apple Watch Series 7 at its September event.","We are halfway through August which means that days to the iPhone 13 launch event are closing in fast. Apple's upcoming September event could be the biggest in terms of product upgrades for Apple. If things go according to the leaks and rumors, we mi... [2623 chars]",https://wccftech.com/iphone-13-to-launch-at-september-event-with-redesigned-ipad-mini-6-apple-watch-series-7-more/,https://cdn.wccftech.com/wp-content/uploads/2021/08/iPhone-13-Launch-2.jpg,"{'name': 'Wccftech', 'url': 'https://wccftech.com'}"
2021-08-15 16:00:02+00:00,"iPhone 13, new MacBook Pros: They're just around the corner","Apple's fall event is going to be here sooner than we think, and the rumor mill has been swarming. Here's a peek of what we could be getting next month.","The middle of August is upon us, and honestly, I can't wait until summer is over. No, seriously, I've been suffering through the Southern California heat for far too long. I can't wait until the fall, not only for (hopefully) cooler weather, but also... [2878 chars]",https://www.imore.com/iphone-13-new-macbook-pros-theyre-just-around-corner,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2021/03/iphone-13-colors.jpg,"{'name': 'iMore', 'url': 'https://www.imore.com'}"
2021-08-14 23:07:07+00:00,Earin A-3 Earphones Review,"With the popularity of Apple's AirPods and the congestion of the wireless earbuds market, it's no surprise you might not have heard of some brands like Earin.","Earin A-3 Earphones Review
With the popularity of Apple’s AirPods and the congestion of the wireless earbuds market, it’s no surprise you might not have heard of some brands like Earin. The Swedish company, however, launched what may have been the ma... [5501 chars]",https://www.slashgear.com/earin-a-3-earphones-review-14661836/,https://cdn.slashgear.com/wp-content/uploads/2021/03/slashgear-earin-a3-review-2.jpg,"{'name': 'SlashGear', 'url': 'https://www.slashgear.com'}"
2021-08-14 21:00:00+00:00,How to add an iCloud calendar to your Google Calendar on Android,"If you're moving from iOS to Android, or if you live in a multi-OS household, it can be tricky to get all of your calendars on the same page. We'll show you how to import your Apple iCloud calendars and events into Google Calendar so that you have everything in one place on your Android phone.","While I love my Android devices and the Google ecosystem, I also have my feet firmly planted in the Apple world as well. I spend about half of my time working on an iMac, I have an iPhone in addition to my Android phones, and many of my family and fr... [2066 chars]",https://www.androidcentral.com/how-add-icloud-calendar-your-google-calendar-android,https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2018/09/google-calendar-6-hero.jpg,"{'name': 'Android Central', 'url': 'https://www.androidcentral.com'}"
2021-08-14 20:00:00+00:00,Best Apple Arcade games 2021,"With over 180 games and more being added every month, deciding which Apple Arcade game to try next can be a real challenge. We here at iMore have tried all the new games and these are our favorites!","Whether you're playing on the latest iPhone 12, an older iPad, or the newest M1 Mac, Apple Arcade offers over 180 games for a single, low monthly fee. I was among the critics at first, wondering why I would pay a monthly fee when plenty of comparable... [11351 chars]",https://www.imore.com/best-apple-arcade-games-2021,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2021/08/monster-hunter-stories-3ds.jpg,"{'name': 'iMore', 'url': 'https://www.imore.com'}"
2021-08-14 19:56:50+00:00,"‘Ted Lasso’ Stars On Positivity, Believing And Having No Filter","Ted Lasso is a major success for Apple TV+ with a historic 20 Emmy nominations this year, the most ever for a freshman comedy series.","“Sometimes I think that people, even though they’re meaning to be generous about what the show gave to everyone during this global pandemic, I do believe that whether I was anything to do with it or not, the show as a piece would have had that effect... [2927 chars]",https://deadline.com/2021/08/ted-lasso-hannah-waddingham-brendan-hunt-brett-goldstein-emmy-interview-contenders-tv-1234815047/,https://deadline.com/wp-content/uploads/2055/03/Ted-Lasso.jpg?w=1000,"{'name': 'Deadline', 'url': 'https://deadline.com'}"
2021-08-14 19:38:58+00:00,Apple ordered to pay $300 million in LTE patent dispute,Apple has been ordered to pay $300 million to Optis for allegedly violating patents for LTE cellular tech.,Apple will have to pay another company a handsome amount to keep using certain wireless tech. Bloomberg and The Register report that a Texas jury has determined that Apple must pay patent firm Optis $300 million for allegedly violating patents coveri... [1142 chars],https://finance.yahoo.com/news/apple-optis-lte-patent-lawsuit-payment-193858892.html,https://s.yimg.com/ny/api/res/1.2/5AlUJogNYbn9DVrXlNsjpg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTIwMDA7aD0xMTI1/https://s.yimg.com/os/creatr-uploaded-images/2021-06/ec98a040-d126-11eb-bc9f-2aaf5b0b6d0c,"{'name': 'Yahoo Finance', 'url': 'https://finance.yahoo.com'}"
2021-08-14 18:45:29+00:00,Concept Replaces the Touch Bar on MacBook Pro With an Apple Pencil Dock,A new MacBook Pro concept has emerged that aims to show an Apple Pencil dock placed in place of the Touch Bar with gesture capabilities.,"Apple is on the road to introduce new MacBook Pro models, potentially later this year. The new machines will be powered by Apple Silicon as part of its transition from Intel processors. There has been a lot of details pertaining to the upcoming 14-in... [2372 chars]",https://wccftech.com/concept-replaces-the-touch-bar-on-macbook-pro-with-an-apple-pencil-dock/,https://cdn.wccftech.com/wp-content/uploads/2021/08/MacBook-Pro-Concept-with-Apple-Pencil.jpg,"{'name': 'Wccftech', 'url': 'https://wccftech.com'}"
2021-08-14 18:30:00+00:00,Apple’s next iPhone Is coming soon. Here’s what to expect.,"Analysts say camera improvements are the biggest changes hitting Apple’s coming smartphones. Otherwise, expect modest upgrades.","About to buy a new iPhone? Don’t. We expect Apple to announce new models sometime next month, as it does every year. And even if you aren’t interested in the latest and greatest, the company generally drops the price of some older models along with t... [6033 chars]",https://www.livemint.com/technology/tech-news/apples-next-iphone-is-coming-soon-here-s-what-to-expect-11629032711746.html,https://images.livemint.com/img/2021/08/15/600x338/2021-08-13T213900Z_1_LYNXMPEH7C14T_RTROPTP_3_HYUNDAI-MOTOR-APPLE_1629032884191_1629032901796.JPG,"{'name': 'Livemint', 'url': 'https://www.livemint.com'}"
2021-08-14 17:52:10+00:00,Apple Watch 6 deal at Amazon knocks $100 off for back to school,This Apple Watch 6 deal knocks $100 off its original price just in time for back to school.,"Back to school sales are at their prime right now and this weekend we're seeing one of the best Apple Watch deals of the summer.
For a limited time, Amazon has the Apple Watch 6 (GPS/40mm) on sale for $299. That's $100 off and one of the best Apple d... [1534 chars]",https://www.tomsguide.com/deals/apple-watch-6-deal-at-amazon-knocks-dollar100-off-for-back-to-school,https://cdn.mos.cms.futurecdn.net/3nRC9nY4HAoZFhND3jqQBL-1200-80.jpg,"{'name': ""Tom's Guide"", 'url': 'https://www.tomsguide.com'}"
2021-08-14 17:50:17+00:00,Apple AirPods Pro deals are available for $189.99 this weekend,Don't miss out on this latest Airpod Pro deal. Save $59 and select from a range of retailers with this Airpod Pro sale,"Those looking for premium true wireless earbuds can find big savings up for grabs right now, with AirPods Pro deals popping up at a range of retailers this weekend. You'll find the latest Airpod Pro wireless earphones for just $189.99 (was $249.99) a... [1786 chars]",https://www.techradar.com/news/apple-airpods-pro-deals-are-available-for-dollar18999-this-weekend,https://cdn.mos.cms.futurecdn.net/RasatQyyfnybJJLhVapgg6-1200-80.jpg,"{'name': 'TechRadar', 'url': 'https://www.techradar.com'}"
2021-08-14 16:00:00+00:00,Apple defends child protection features over privacy concern,"Apple defended new child protection features that would check images uploaded to its cloud storage and on its messaging platform, rejecting concerns the updates pose threats to privacy.","Apple defended new child protection features that would check images uploaded to its cloud storage and on its messaging platform, rejecting concerns the updates pose threats to privacy. “We can see that it’s been widely misunderstood,” the US tech gi... [1247 chars]",https://manilastandard.net/news/world-news/362369/apple-defends-child-protection-features-over-privacy-concern.html,https://manilastandard.net/panel/_files/modbuild/wp-images/wp-content/uploads/2021/08/b9a0b_thumbnail_world.jpg,"{'name': 'manilastandard.net', 'url': 'https://manilastandard.net'}"
